time,equity
2025-08-04 14:30:32,100004.2291699383
2025-08-04 14:30:32,100008.4585187354
2025-08-04 14:30:32,100012.68804639883
2025-08-04 14:33:20,100011.99152925557
2025-08-04 14:33:20,100011.29501696303
2025-08-04 14:33:20,100010.16521283572
2025-08-04 14:55:57,100011.06978116756
2025-08-04 14:55:57,100011.89346676349
2025-08-04 14:56:00,100012.9634572793
2025-08-08 14:38:58,100005.71893377868
2025-08-08 14:38:58,99995.69318804066
2025-08-08 14:38:58,99989.39783384814
2025-08-08 14:38:59,99980.13671222379
2025-08-08 14:38:59,99982.80619426216
2025-08-08 14:38:59,99986.10195973546
2025-08-08 14:39:37,99984.53885990806
2025-08-08 14:39:37,99988.94120141988
2025-08-08 14:39:37,99993.50239403312
2025-08-12 13:54:36,99995.44731381709
2025-08-12 13:54:36,99997.3807215034
2025-08-12 13:54:36,99999.27636800749
2025-08-12 14:21:27,99999.36138390205
2025-08-12 14:21:27,99999.43647547126
2025-08-12 14:21:27,99999.50238929682
2025-08-12 14:21:28,99999.134884385
2025-08-12 14:21:28,99998.7988107875
2025-08-12 14:21:28,99998.4899450139
2025-08-12 14:21:46,99984.7693067709
2025-08-12 14:21:46,99978.14567461365
2025-08-12 14:21:46,99991.39337774909
2025-08-12 14:22:51,99974.08762991543
2025-08-12 14:22:51,99970.02974993049
2025-08-12 14:22:51,99965.97203465212
2025-08-12 14:33:28,99962.65719576311
2025-08-12 14:33:28,99959.34246679307
2025-08-12 14:33:28,99956.02784773835
2025-08-18 14:14:14,99951.12585415156
2025-08-18 14:14:15,99946.22410096588
2025-08-18 14:14:21,99940.31547280049
2025-08-25 13:19:51,99949.40760278821
2025-08-25 13:19:51,99958.5005599379
2025-08-25 13:19:51,99967.5943443248
2025-09-23 13:56:14,99972.31183370647
2025-09-23 13:56:14,99970.56559645387
2025-09-23 13:56:14,99968.81938970317
2025-10-07 12:57:52,99964.326332471
2025-10-07 12:57:52,99956.34146909445
2025-10-07 12:58:13,99948.35650896946
2025-10-08 15:02:47,99945.68794671739
2025-10-08 15:02:47,99943.01945571435
2025-10-08 15:02:47,99940.35103595846
2025-10-08 15:03:02,99936.46157835511
2025-10-08 15:03:02,99932.57227212086
2025-10-08 15:03:02,99928.6831172498
2025-10-10 15:02:56,99950.24280450815
2025-10-10 15:02:56,99971.80714328495
2025-10-10 15:02:56,100001.6315079658
2025-10-10 15:02:56,100035.58460750127
2025-10-10 15:02:57,100076.91075948092
2025-10-10 15:02:57,100105.1209657158
