time,equity
2025-08-15 13:58:51,100050.44341826483
2025-08-18 13:03:17,99991.33016296742
2025-08-18 13:21:43,99989.61080126314
2025-08-18 13:44:32,99994.11945511845
2025-08-20 14:18:48,99845.08847928532
2025-08-21 12:07:32,99854.35548965068
2025-08-21 13:30:47,99851.243420956
2025-08-21 13:36:05,99859.34477001033
2025-08-25 12:42:45,99871.12045244643
2025-08-25 13:14:38,99858.11477817521
2025-08-26 14:39:33,99932.47834242861
2025-08-28 14:18:52,99949.57088129295
2025-09-05 13:56:12,99764.77021492436
2025-09-08 12:52:29,99760.53133972158
2025-09-08 13:34:34,99753.02773158472
2025-09-09 13:11:17,99783.08881285944
2025-09-15 12:02:56,99945.77833369796
2025-09-15 12:16:07,99939.46261171874
2025-09-23 13:43:01,99931.2998428907
2025-09-25 12:07:05,99945.22780231062
2025-09-26 14:45:49,99919.76442358551
2025-09-29 12:43:32,99990.71280783029
2025-09-29 12:56:05,99987.05551597047
2025-09-29 13:04:25,99989.94276977786
2025-10-03 14:09:53,100005.85584269145
2025-10-07 12:52:53,100960.52795296452
2025-10-08 14:52:19,101666.98060453068
2025-10-08 14:57:47,101630.58482903946
2025-10-10 14:57:56,101338.77074708388
2025-10-13 13:44:43,101292.00453562081
2025-10-20 14:29:24,102091.10502644346
2025-10-21 13:03:14,102054.09401606204
2025-10-24 11:20:59,102387.78606206537
