entry_time,exit_time,ticker,weight,influence_score,gross_return,net_return,transaction_cost,pnl,capital
2025-08-12 14:24:18,2025-08-15 13:58:51,AMD,0.02347225101003472,-0.0011171879224505387,0.02152821631551754,0.02149066071390148,0.08815145079649601,50.44341826481875,100050.44341826483
2025-08-15 13:58:51,2025-08-18 13:03:17,AMD,0.04202023766699627,-0.0023542790459672343,-0.013993480948634422,-0.014060713328901617,0.28265456851450055,-59.11325529740304,99991.33016296742
2025-08-18 13:03:17,2025-08-18 13:21:43,AMD,0.04202023766699627,-0.004406518535893161,-0.00034197777144486907,-0.0004092101517120631,0.28248756643935663,-1.7193617042861997,99989.61080126314
2025-08-18 13:21:43,2025-08-18 13:44:32,AMD,0.04202023766699627,-0.004637142109476614,0.0011403158674953935,0.0010730834872281995,0.2824827090351907,4.508653855307011,99994.11945511845
2025-08-18 13:44:32,2025-08-20 14:18:48,AMD,0.020842775436745172,-0.000992035104699829,-0.07147331852611202,-0.07150666696681081,0.0695033186508303,-149.0309758331234,99845.08847928532
2025-08-20 14:18:48,2025-08-21 12:07:32,AMD,0.03781821390029665,0.003861873541019618,0.002514720314033345,0.0024542111717928703,0.22848027699769613,9.267010365369126,99854.35548965068
2025-08-21 12:07:32,2025-08-21 13:30:47,AMD,0.019959637403935793,-0.0009500011666812907,-0.0015295197308045276,-0.001561455150650825,0.06364910341098573,-3.1120686946883387,99851.243420956
2025-08-21 13:30:47,2025-08-21 13:36:05,AMD,0.03781821390029665,-0.0036900236833447143,0.00220588235294126,0.0021453732107007857,0.2284943616442128,8.101349054321478,99859.34477001033
2025-08-21 13:36:05,2025-08-25 12:42:45,AMD,0.04202023766699627,-0.004530953455868259,0.0028735632183907976,0.0028063308381236036,0.2821146917871118,11.775682436104683,99871.12045244643
2025-08-25 12:42:45,2025-08-25 13:14:38,AMD,0.046222261433695906,-0.002540504908863668,-0.0027434005974516164,-0.00281735621574553,0.34139903100723945,-13.005674271225788,99858.11477817521
2025-08-25 13:14:38,2025-08-26 14:39:33,AMD,0.04202023766699627,-0.005557981508219102,0.017789460814280452,0.01772222843401326,0.2821112169118397,74.36356425340965,99932.47834242861
2025-08-27 12:45:25,2025-08-28 14:18:52,AMD,0.021730949812062677,0.001034308753047853,0.00790561178654844,0.007870842266849141,0.07550645110217655,17.092538864342128,99949.57088129295
2025-08-28 14:18:52,2025-09-05 13:56:12,AMD,0.018127591661813908,0.0007843662815077646,-0.10196684294967019,-0.1019958470963291,0.052551018326816724,-184.800666368596,99764.77021492436
2025-09-05 13:56:12,2025-09-08 12:52:29,AMD,0.029570818901069912,-0.0014074560517917086,-0.0013895321908291402,-0.001436845501070852,0.139580224453753,-4.238875202775884,99760.53133972158
2025-09-08 12:52:29,2025-09-08 13:34:34,AMD,0.04202023766699627,0.004451892664339958,-0.0017227670288894178,-0.0017899994091566118,0.28183553192986915,-7.503608136866285,99753.02773158472
2025-09-08 14:29:21,2025-09-09 13:11:17,AMD,0.01618987851062174,-0.0007705752946436887,0.018639698592108015,0.01861379478649102,0.04183437149216879,30.061081274722135,99783.08881285944
2025-09-09 13:11:17,2025-09-15 12:02:56,AMD,0.04202023766699627,-0.007019947963422774,0.03886834079553553,0.038801108415268334,0.2818992595118604,162.689520838531,99945.77833369796
2025-09-15 12:02:56,2025-09-15 12:16:07,AMD,0.04202023766699627,-0.003214850181056098,-0.0014366021236726406,-0.0015038345039398346,0.28235887702822227,-6.3157219792192745,99939.46261171874
2025-09-15 12:16:07,2025-09-23 13:43:01,AMD,0.04202023766699627,-0.0020879684025811624,-0.0018765246762995644,-0.0019437570565667584,0.28234103435196917,-8.16276882804022,99931.2998428907
2025-09-23 13:43:01,2025-09-25 12:07:05,AMD,0.04202023766699627,0.004751816490080009,0.0033840947546532585,0.0033168623743860645,0.28231797354561844,13.927959419924074,99945.22780231062
2025-09-25 12:07:05,2025-09-26 14:45:49,AMD,0.04202023766699627,-0.004491255747402438,-0.005995877833989182,-0.006063110214256376,0.2823573217106602,-25.463378725107084,99919.76442358551
2025-09-26 14:45:49,2025-09-29 12:43:32,AMD,0.04202023766699627,0.006053668647851851,0.016965127238454215,0.01689789485818702,0.282285384594932,70.94838424478095,99990.71280783029
2025-09-29 12:43:32,2025-09-29 12:56:05,AMD,0.04202023766699627,-0.006382563812947755,-0.0008032128514055944,-0.0008704452316727884,0.2824858223366424,-3.6572918598284097,99987.05551597047
2025-09-29 12:56:05,2025-09-29 13:04:25,AMD,0.03571356289399818,0.0016998267918912073,0.0008656937917388992,0.0008085520911085022,0.2040469556883316,2.887253807394742,99989.94276977786
2025-09-29 13:04:42,2025-10-03 14:09:53,AMD,0.016892916943164228,0.0008040371916521709,0.009447943682845506,0.009420915015736444,0.04565471079457682,15.91307291359256,100005.85584269145
2025-10-03 14:09:53,2025-10-07 12:52:53,AMD,0.032341166352545324,-0.0015393138234411686,0.2952223649599314,0.29517061909376735,0.16736196644651044,954.6721102730646,100960.52795296452
2025-10-07 12:52:53,2025-10-08 14:52:19,AMD,0.07629279547535917,-0.0031477663761264305,0.09183866244745677,0.0917165939746962,0.9402398466533542,706.4526515661619,101666.98060453068
