ticker,feature,correlation,abs_correlation,p_value,mutual_info,n_samples
AMD,tweet_embedding_375,-0.2363604136566978,0.2363604136566978,0.0001945106669438312,1.9881088894415653,244
AMD,tweet_embedding_310,-0.23568005014867408,0.23568005014867408,0.00020320147852549667,2.0268063400856593,244
AMD,tweet_embedding_212,0.23493115755813726,0.23493115755813726,0.0002131860703981085,1.9661951615785578,244
AMD,tweet_embedding_pca_41,-0.2345708746107923,0.2345708746107923,0.0002181509525751738,2.0049664310992115,244
AMD,tweet_embedding_269,0.2334866342759273,0.2334866342759273,0.00023375090442181412,2.141861398074337,244
AMD,tweet_embedding_277,0.23316159717411591,0.23316159717411591,0.00023862642902348154,2.0825514495573225,244
AMD,tweet_embedding_pca_31,0.23261505232703056,0.23261505232703056,0.00024703887241378915,2.017129914019716,244
AMD,tweet_embedding_344,-0.23130124711857855,0.23130124711857855,0.0002684052142796307,1.9639698491813626,244
AMD,tweet_embedding_379,0.22989095176726748,0.22989095176726748,0.00029324867652087087,2.0965231993590248,244
AMD,tweet_embedding_290,-0.22977039836833166,0.22977039836833166,0.0002954687327531938,2.115318690807062,244
AMD,tweet_embedding_4,-0.22649773066964024,0.22649773066964024,0.0003620590553410321,2.105678394086938,244
AMD,tweet_embedding_302,0.22561126305464674,0.22561126305464674,0.0003823603230613572,2.0874664229581983,244
AMD,tweet_embedding_78,-0.22276711123138948,0.22276711123138948,0.0004548547695232981,2.19011900627011,244
AMD,tweet_embedding_120,-0.22021130176935044,0.22021130176935044,0.000530673508941636,2.064863299844575,244
AMD,tweet_embedding_200,-0.21962689859646034,0.21962689859646034,0.000549579959742293,2.1273150781437433,244
AMD,tweet_embedding_309,0.21846709964245478,0.21846709964245478,0.0005889613466966291,2.1426285063587702,244
AMD,tweet_embedding_259,0.2183776397801643,0.2183776397801643,0.0005921049365871844,1.9483700501233145,244
AMD,tweet_embedding_284,-0.21534793659716964,0.21534793659716964,0.0007081923279207977,1.924593016869888,244
AMD,tweet_embedding_33,0.21504714486903032,0.21504714486903032,0.0007207971813734644,2.022540706079457,244
AMD,tweet_embedding_71,0.21402524122045913,0.21402524122045913,0.0007651841626063565,2.1489604170045564,244
AMD,tweet_embedding_pca_5,0.21130880296077104,0.21130880296077104,0.0008957245396073541,2.0455519766493064,244
AMD,tweet_embedding_3,-0.21101003270311627,0.21101003270311627,0.0009112701298050096,2.062679711281809,244
AMD,tweet_embedding_367,-0.21026170471377814,0.21026170471377814,0.0009513040098627542,2.1232046115307344,244
AMD,tweet_embedding_pca_27,0.20586645980238874,0.20586645980238874,0.0012209784935921007,1.9393703008351848,244
AMD,tweet_embedding_239,-0.2051667088094028,0.2051667088094028,0.0012698805077250035,2.1046524423750386,244
AMD,tweet_embedding_359,0.20289115701077304,0.20289115701077304,0.0014415960033597674,1.9817347050609888,244
AMD,tweet_embedding_80,-0.20242491880655228,0.20242491880655228,0.0014793036518344093,2.0228487114870495,244
AMD,tweet_embedding_334,0.2021905021927965,0.2021905021927965,0.0014986016800200039,2.011723805423448,244
AMD,tweet_embedding_106,0.20211600575044095,0.20211600575044095,0.0015047825924535188,1.9917613128907048,244
AMD,tweet_embedding_142,-0.20151138083766892,0.20151138083766892,0.001555817897730695,1.890345116144843,244
AMD,tweet_embedding_28,0.20003053161560308,0.20003053161560308,0.0016875741110422848,2.0773956313785624,244
AMD,tweet_embedding_90,0.20002465947797474,0.20002465947797474,0.001688116291689811,2.0065387229766163,244
AMD,tweet_embedding_280,0.19953090296438328,0.19953090296438328,0.0017342790999320384,1.9926727319991424,244
