time,equity
2024-11-26 14:31:04,100001.69306489645
2024-11-26 14:31:04,100003.38615845758
2024-11-26 14:31:04,100005.07928068389
2024-11-26 14:31:04,100035.27811203297
2024-11-26 14:31:04,100065.48606261301
2024-11-26 14:31:04,100098.63455454551
2024-11-26 14:31:05,100095.91237832782
2024-11-26 14:31:05,100093.19027613955
2024-11-26 14:31:05,100090.46824797867
2024-11-26 14:31:38,100088.62840293343
2024-11-26 14:31:38,100083.38880888208
2024-11-26 14:31:38,100079.33304460658
2025-02-27 13:51:12,100053.29809240294
2025-02-27 13:51:12,100030.2815611392
2025-03-13 13:01:32,100036.13171245446
2025-03-13 13:01:32,100039.62970697413
2025-03-13 13:01:32,100043.2964447884
2025-03-13 13:01:32,100041.1852284592
2025-03-13 13:01:32,100035.39943864291
2025-03-13 13:01:32,100047.15694344879
2025-03-13 13:01:36,100041.91849135618
2025-03-13 13:01:36,100047.86766147408
2025-03-13 13:01:36,100053.96874054741
2025-03-13 13:01:56,100052.85684719485
2025-03-13 13:01:56,100053.44271621195
2025-03-13 13:01:56,100053.1381141397
2025-03-31 13:36:52,100059.56757353382
2025-03-31 13:36:52,100055.08070219829
2025-03-31 13:36:52,100057.31806686452
2025-03-31 13:37:01,100053.78368520246
2025-03-31 13:37:01,100048.20926664959
2025-03-31 13:37:01,100042.827175328
2025-04-01 14:01:12,100037.49913837599
2025-04-01 14:01:12,100032.38906171497
2025-04-01 14:01:31,100023.61178852443
2025-04-01 14:01:57,99998.62269218013
2025-04-01 14:01:57,99987.18575534908
2025-04-01 14:01:57,100010.74856402798
2025-04-07 12:35:56,99986.77572486206
2025-04-07 12:35:56,99983.25002651032
2025-04-07 12:35:56,99979.94664667365
2025-04-07 12:35:56,99976.8524937329
2025-04-07 12:36:11,99975.97023475956
2025-04-07 12:36:11,99975.08798357182
2025-04-07 12:36:11,99974.20574016962
2025-04-08 13:14:02,99933.32493085774
2025-04-08 13:14:02,99960.57694589718
2025-04-08 13:14:02,99946.9500095443
2025-04-08 13:14:50,99930.37040452882
2025-04-08 13:14:50,99927.4159655504
2025-04-08 13:14:50,99924.4616139199
2025-04-15 14:51:18,99890.56480703302
2025-04-15 14:51:18,99913.16140042555
2025-04-15 14:51:18,99901.86246484476
2025-04-15 14:57:18,99885.03806947105
2025-04-15 14:57:18,99888.7225272021
2025-04-15 14:57:18,99886.88028134832
2025-04-28 12:41:33,99886.54434082293
2025-04-28 12:41:33,99888.05063488947
2025-04-28 12:41:33,99889.556951671
2025-04-28 12:41:41,99866.0131867425
2025-04-28 12:41:41,99842.47497103138
2025-04-28 12:41:41,99818.94230322972
2025-04-28 12:55:21,99803.40131505927
2025-04-28 12:55:21,99811.17150667045
2025-04-28 12:55:21,99795.6317283491
2025-04-30 13:18:45,99812.21288864431
2025-04-30 13:18:45,99828.7968039186
2025-04-30 13:18:45,99845.38347462969
2025-04-30 13:18:59,99869.08085363447
2025-04-30 13:18:59,99880.93165218615
2025-04-30 13:18:59,99857.23146117126
2025-05-02 12:51:23,99874.5657652242
2025-05-02 12:51:23,99871.38297389293
2025-05-02 12:51:23,99877.74865798753
2025-05-02 13:00:05,99873.37775932578
