timestamp,consensus_mid,consensus_micro,ema_estimate,kalman_filter
1763976600.7981818,112.49652104574687,112.49652104574687,112.57752880016794,112.56377231660299
1763976600.809925,113.20922456426965,113.77544223475334,112.6722831647832,112.6805975752295
1763976600.902625,112.67922614103564,112.67922614103564,112.67332461122106,112.68034934904139
1763976601.071362,113.07715452848129,113.54137331623177,112.7338990988101,112.75217010148634
1763976601.1333802,113.1503798285166,113.09854513639569,112.79637120826608,112.82424507288117
1763976601.215019,112.99345454545455,112.99345454545455,112.82593370884436,112.85487156688858
1763976601.631706,113.22034912718205,113.22034912718205,112.88509602159502,112.92102209671773
1763976601.730772,114.22101668606908,114.22101668606908,113.08548412126612,113.1563178849125
1763976601.808091,113.05063829787233,113.05063829787233,113.08025724775705,113.13719014247026
1763976602.041808,112.80716451780758,112.80716451780758,113.03929333826463,113.07745632521537
1763976602.613118,112.39710344827586,112.39710344827586,112.94296485476632,112.95431414670514
1763976602.974313,113.22433088865606,113.11835412896465,112.98516975984978,113.00318650536784
1763976603.096443,113.16172442941672,112.4337278106509,113.01165296028482,113.03188147526781
1763976604.10534,113.18718165475894,113.07814617141109,113.03798226445593,113.05999042144926
1763976604.267762,113.10636152313482,112.8457715297764,113.04823915325777,113.0683834755056
1763976605.330723,113.23754355800092,113.52207244383312,113.07663481396924,113.09900102964568
1763976606.0465522,113.23021952140313,113.50494382885825,113.09967252008431,113.12275125024136
1763976609.635573,113.47457040635078,113.47457040635078,113.15590720302428,113.1864296423265
1763976609.706887,113.17608978803192,113.01063218760495,113.15893459077542,113.18455815442024
1763976615.641978,113.42020040080162,113.58643286573148,113.19812446227934,113.22720881483895
1763976616.260781,113.36704701389321,113.57013151146889,113.22346284502142,113.25251918101021
1763976616.333344,113.2640064102564,113.26400641025641,113.22954437980665,113.25459834092844
1763976620.714184,113.45019693654265,113.61026258205689,113.26264226331705,113.29000120016845
1763976635.166453,113.15955590386625,112.40308254963426,113.24717930939943,113.26639092603031
1763976635.299229,113.11380557398805,112.98720637027206,113.22717324908771,113.23877335687838
1763976635.321221,113.8197817388141,114.114561658785,113.31606452254667,113.34393442870578
1763976636.847114,113.33868495582281,113.37547652544829,113.3194575875381,113.34298428717243
1763976636.9101539,113.04063106000454,112.59272675017402,113.27763360840807,113.28825910518205
1763976637.190733,113.3334442640897,113.20156385187423,113.28600520676031,113.29643750654276
1763976637.263511,113.32833865814698,113.32833865814698,113.29235522446831,113.30221153562654
1763976637.730738,113.32123695518722,113.39718845917741,113.29668748407614,113.30565508923982
1763976638.5842502,113.45527611070332,113.41105004101723,113.32047577807022,113.33273612193082
1763976638.81075,114.04550510712693,114.04550510712693,113.42923017742872,113.4617455351832
1763976639.1953,113.66131647211414,113.66131647211414,113.46404312163153,113.49786737831951
1763976639.57122,113.57594387755101,113.75459183673469,113.48082823501946,113.51199903045907
1763976640.2507432,113.65003022196618,113.82069517605476,113.50620853306147,113.53698233275856
1763976640.611377,113.56552121722167,113.69294458884684,113.5151054356855,113.5421477998537
1763976641.510783,113.36500000000001,113.365,113.49258962033267,113.51008448874907
1763976646.095348,114.2115519677094,114.2115519677094,113.60043397243918,113.63704835748612
1763976657.287912,113.63960495739738,113.97271882261812,113.6063096201829,113.63751109571032
1763976659.805491,113.43338557993732,113.43338557993732,113.58037101414607,113.60056488513347
1763976660.222624,113.44337580247876,113.53189158679979,113.55982173239597,113.572114052193
1763976660.5090811,113.45894168466522,113.52907127429805,113.54468972523637,113.55163013519552
1763976678.371038,113.46954198473283,113.59217557251908,113.53341756416083,113.53677238416242
1763976679.5796611,113.46954198473283,113.59217557251908,113.52383622724662,113.5246038491065
1763976682.030386,113.46954198473283,113.59217557251908,113.51569209086955,113.51463778862552
1763976687.341902,113.46954198473283,113.59217557251908,113.50876957494903,113.50647556030026
1763976699.0333529,113.46954198473283,113.59217557251908,113.50288543641659,113.49979067499768
1763976703.663612,113.48363100096462,113.66839578541219,113.49999727109879,113.49686581419614
1763976708.023954,113.46954198473283,113.59217557251908,113.49542897814389,113.49192026903343
1763976709.7735639,113.46544999499504,113.59423021439231,113.49093213067157,113.48712921527934
1763976709.810362,113.5182663664704,113.76193280221685,113.49503226604139,113.49276496218884
1763976710.085833,113.32054717914612,113.22174604204517,113.46885950300711,113.46159397186321
1763976710.623884,113.55452631578947,113.55452631578947,113.48170952492447,113.47841449493745
1763976711.3511198,113.44,113.255,113.47545309618579,113.47146156691281
1763976711.559045,113.53759240196626,113.47207845682189,113.48477399205287,113.4834310835519
1763976711.663459,113.43534207448033,113.43534207448033,113.47735920441698,113.47472709253509
1763976716.397114,113.53402933563417,113.53402933563417,113.48585972409956,113.48546065101709
1763976722.866718,113.36308455565143,113.19410698878343,113.46744344883233,113.46331088217593
1763976726.029162,113.69225223556654,113.85031868860996,113.50116476684246,113.50474869763025
1763976726.268446,113.79616001963657,114.03051253293958,113.54541405476158,113.55749342200512
1763976727.130429,113.58800100521339,113.90532274065542,113.55180209732934,113.56301521867584
1763976728.082937,113.80026843184571,113.90064809184724,113.58907204750679,113.60595746007381
1763976728.129653,114.03368876080691,114.03368876080691,113.6557645545018,113.6833757614917
1763976728.283324,114.03620454545455,114.29463636363637,113.7128305531447,113.7472368937
1763976728.333654,114.31301160370074,114.19204527334207,113.8028577107281,113.84964070880166
1763976728.659519,113.95336734693878,114.1065306122449,113.8254341561597,113.86841497227641
1763976729.35075,114.01093577106799,113.8998108400565,113.85325939839595,113.89421088232615
1763976729.530879,113.73716346153846,113.73716346153846,113.83584500786732,113.86578568983121
1763976731.0201,114.17914480201883,114.34385125480537,113.88733997699003,113.92250290963207
1763976731.235523,114.65268041237114,114.65268041237114,114.0021410422972,114.05466322125466
1763976732.2308118,113.92423799582463,114.11108559498958,113.99045558532632,114.0310565798947
1763976737.479639,114.06940460215145,114.06940460215145,114.00229793785007,114.03799747652948
1763976738.67292,114.1076593270749,114.1076593270749,114.01810214623379,114.05060609818895
1763976738.9239879,114.21420382165604,114.21420382165604,114.04751739754713,114.08021687917446
1763976743.61198,114.19608017817372,114.38619153674834,114.06980181464111,114.10118784807437
1763976755.3073149,114.16815038198632,114.22900281463609,114.08455409974289,114.11330790013794
1763976759.364084,114.15176211453742,114.25511013215858,114.09463530196206,114.1202680172864
1763976770.021813,114.10361445783134,114.10361445783134,114.09598217534244,114.11725376445206
1763976779.022523,114.27381117386057,114.29792129936472,114.12265652512015,114.1455902661063
1763976779.329639,114.31003304874692,114.20374827871109,114.15076300366415,114.17535400070007
1763976779.830963,114.3015382428206,114.22670173443277,114.17337928953762,114.19819303463079
1763976779.989741,114.31813559322038,114.27067796610172,114.19509273509004,114.21990233936909
1763976780.110789,114.20570093457944,114.28420560747664,114.19668396501345,114.21733192042926
1763976783.776737,114.32712328767124,114.32712328767121,114.21624986341212,114.23720388478552
1763976784.156356,114.33691588785045,114.37579439252336,114.23434976707786,114.25525150929893
1763976784.362156,114.3078924614969,114.3078924614969,114.24538117124072,114.26477939069831
1763976787.123415,114.39763057508216,114.47222811352894,114.26821858181694,114.28882512459415
1763976787.364349,114.3168584579977,114.3803008384021,114.27551456324406,114.29389908820511
1763976787.406504,114.25946167915934,114.21535738622099,114.27310663063135,114.28766600283355
1763976788.836679,114.37760517799352,114.37760517799352,114.28878141273566,114.30394476980682
1763976793.94653,114.3273483975098,114.28418492045192,114.29456646045176,114.30818076820272
1763976794.452746,114.33212529208859,114.23278179592745,114.30020028519729,114.3125146674622
1763976799.289872,114.35357859531773,114.41172240802678,114.30820703171536,114.31994713625434
1763976799.301495,114.35212499999999,114.35212499999999,114.31479472695804,114.32577124954737
1763976806.933957,114.4189561830208,114.4189561830208,114.33041894536746,114.3426374907013
1763976807.1841369,114.56289156626507,114.56289156626507,114.3652898385021,114.38250293047925
1763976807.6927528,114.44246433249548,114.58163663397882,114.37686601260108,114.39335579508554
1763976808.7487879,114.4358829174664,114.51374280230327,114.38571854833089,114.40105309844697
1763976823.048279,114.46705901173713,114.5840395704359,114.39791961784182,114.41300000455766
1763976828.5873458,114.40678010481389,114.40678010481389,114.39924869088763,114.41187421817652
1763976828.740491,114.50929138504453,114.50929138504453,114.41575509501118,114.42950648304686
1763976828.8372211,114.53934931506849,114.53934931506849,114.43429422801977,114.4493877624002
1763976832.970657,114.42149779735684,114.42149779735684,114.43237476342033,114.4443397481058
1763976833.048598,114.33828375286039,114.33828375286039,114.41826111183633,114.4251438767889
1763976833.358521,114.49098814229248,114.49098814229248,114.42917016640475,114.43706152505233
1763976836.29197,114.38980442653164,114.44248741784973,114.42326530542377,114.42850810777578
1763976836.3018491,114.38350229426808,114.45176422282623,114.41730085375042,114.42036216748635
1763976836.541434,114.37704321837538,114.37704321837536,114.41126220844416,114.41252154545651
1763976845.5640461,114.30850220264318,114.30850220264318,114.395848207574,114.39369430316349
1763976877.7723498,114.34817166002621,114.371073714039,114.38869672544183,114.38545481799675
1763976877.898145,114.26956144358155,114.23950662402925,114.37082643316279,114.36447840552135
1763976877.91941,114.2299423631124,114.22994236311239,114.34969382265523,114.34012771651417
1763976881.587955,114.28226605443639,114.32311505361763,114.33957965742239,114.32965489961347
1763976881.663269,114.24310457516341,114.30490196078433,114.32510839508353,114.31398950618866
1763976891.2138581,114.26353233830845,114.28975124378108,114.31587198656727,114.30485688431847
1763976912.295275,114.21340084227893,114.26181454695987,114.30050131492402,114.28830356821331
1763976912.4227788,114.20879209844558,114.25032383419688,114.28674493245225,114.2739121899763
1763976912.711526,114.16259483823453,114.24018462088972,114.26812241831959,114.25376402622159
1763976922.402009,114.20058252427184,114.15077669902912,114.25799143421241,114.2441383066618
1763976926.101797,114.19856088560883,114.19856088560883,114.24907685192187,114.23588890682858
1763976942.1834712,114.19524876588075,114.20675556000218,114.2410026390157,114.22853314241253
1763976948.0544891,114.31365942655135,114.33719234091359,114.25190115714605,114.24394078808342
1763976948.140308,114.31549677714632,114.36009344368587,114.26144050014608,114.25689224410273
1763976949.053643,114.27740588540928,114.27740588540928,114.26383530793555,114.26060516214994
1763976954.6527889,114.28398976982096,114.35424552429667,114.26685847721836,114.26483771796737
1763976955.197761,114.29163934426228,114.3588524590164,114.27057560727494,114.26968874565563
1763976955.754848,114.31076923076924,114.31076923076924,114.27660465079909,114.2771242112703
1763976961.149111,114.28388349514564,114.28388349514564,114.27769647745106,114.2783476248375
1763976974.283267,114.25294736842106,114.25294736842106,114.27398411109655,114.27375024161122
1763976989.514465,114.2854612886709,114.34290981729008,114.27570568773271,114.27586991199689
1763976992.920129,114.26344497607654,114.33837320574162,114.27386658098428,114.2736210295033
1763977020.6026082,114.23598802395209,114.23598802395209,114.26818479742944,114.26680954911356
1763977025.05335,114.258115942029,114.25811594202901,114.26667446911938,114.26523602785727
1763977028.559888,114.23652631578949,114.20294736842105,114.2621522461199,114.26003964139063
1763977062.707785,114.32345059577588,114.30511871378233,114.27134699856829,114.27151686639469
1763977063.526379,114.21470852017939,114.21470852017939,114.26285122680994,114.26123469704488
1763977077.6812549,114.20638636674042,114.18032952791025,114.2543814977995,114.25130728569926
1763977078.126305,114.20722439405786,114.17729476153244,114.24730793223826,114.24332839197177
1763977078.717783,114.2,114.15285714285713,114.24021174240251,114.23548606080762
1763977084.040291,114.1720338983051,114.1720338983051,114.22998506578789,114.22400137723683
1763977084.7711308,114.16550050197776,114.13548223222917,114.22031238121636,114.21341286434041
1763977084.8451772,114.13693832065506,114.13693832065506,114.20780627213216,114.19957116216972
1763977084.979176,114.07170505194904,114.07170505194905,114.1873910891047,114.17642771429665
1763977085.025928,114.02538693618948,114.0484251018253,114.1630904661674,114.1490897091849
1763977085.52872,114.02186757388037,114.06257946582716,114.14190703232435,114.12606281916972
1763977090.526328,114.03674603174603,114.08724867724868,114.12613288223761,114.10989670282846
1763977095.585484,114.00552795031055,114.00552795031055,114.10804214244855,114.0910062182481
1763977106.5045109,114.0410606060606,114.09632034632034,114.09799491199036,114.08196618668575
1763977114.579937,114.08282170620292,114.06830251393805,114.09571893112224,114.08212103359018
1763977114.731243,114.16219230769234,114.63307692307693,114.10568993760774,114.09661373501916
1763977117.0104792,114.06724757281553,114.13789320388351,114.0999235828889,114.09129853271091
1763977125.5298529,114.04044754396604,114.0836337174045,114.09100217705048,114.08209463024387
1763977128.039237,114.04910046728972,114.0818691588785,114.08471692058637,114.07612276882472
1763977131.5395358,113.80882352941175,114.0805882352941,114.04333291191017,114.02774227141856
1763977132.579703,114.02914467550143,114.0632878613643,114.04120467644884,114.02799610306897
1763977135.8253498,114.02973684210525,114.05578947368421,114.03948450129731,114.02831117250432
1763977137.433865,114.03942848227359,114.03942848227359,114.03947609844374,114.03032337791738
1763977137.6884558,114.03177514792898,114.03177514792898,114.03832095586652,114.0305861446781
1763977167.4943051,114.0081343283582,114.03029850746269,114.03379296174026,114.02652242177483
1763977167.5414422,113.99499999999999,114.028,114.02797401747922,114.02081694184805
1763977167.6989172,114.00290419161675,114.03155688622755,114.02421354359986,114.01757477861554
1763977167.779048,114.00290419161675,114.03155688622755,114.02101714080239,114.01491943886298
1763977167.897991,114.00290419161675,114.03155688622755,114.01830019842454,114.01274470900027
1763977168.48325,114.00290419161675,114.03155688622755,114.01599079740338,114.0109635998329
1763977168.562423,114.00290419161675,114.03155688622755,114.01402780653538,114.00950486699418
1763977168.643025,114.00290419161675,114.03155688622755,114.01235926429759,114.00831016117056
1763977168.749098,114.08360000000002,114.08359999999999,114.02304537465295,114.02193743470937
1763977169.193907,113.99499999999999,114.028,114.01883856845501,114.01706182603593
1763977169.363165,113.99499999999999,114.028,114.01526278318676,114.01306869040393
1763977169.4423628,114.00290419161675,114.03155688622755,114.01340899445125,114.01122894140843
1763977169.5218182,114.00290419161675,114.03155688622755,114.01183327402607,114.0097221824046
1763977170.640436,113.99499999999999,114.028,114.00930828292216,114.00705750401194
1763977170.798878,113.97367958585927,114.00018118656769,114.00396397836272,114.00101618385646
1763977170.882713,114.00213393326177,114.03076764954436,114.00368947159758,114.00121849371834
1763977171.039506,113.94272151898734,113.94272151898734,113.99454427870603,113.99063068680779
1763977171.198931,114.00419432709715,114.02576946288474,113.99599178596469,113.99308567195956
1763977171.20056,113.94272151898734,113.94272151898734,113.98800124591807,113.98396988555633
1763977186.541269,114.05205954232392,114.07434347922684,113.99760999037895,113.99629394405297
1763977186.6273038,113.98965357967667,114.01990762124711,113.9964165287736,113.99509205461928
1763977186.785826,114.00368790975135,114.02457858366311,113.99750723592025,113.99664788301533
1763977186.864654,114.00368790975135,114.02457858366311,113.99843433699492,113.99792211034193
1763977186.944003,114.00368790975135,114.02457858366311,113.99922237290838,113.99896570569216
1763977187.023222,114.00074972436603,114.02158765159867,113.99945147562703,113.99928860863425
1763977187.315397,113.98545454545453,114.0155980861244,113.99735193610115,113.99678467761203
1763977187.5605109,113.98965357967667,114.01990762124711,113.99619718263747,113.99549396662489
1763977187.6430268,114.00368790975135,114.02457858366311,113.99732079170455,113.99697704994772
1763977187.799159,113.99872274143303,114.01881619937696,113.99753108416382,113.99729301576401
1763977187.879064,114.00368790975135,114.02457858366311,113.99845460800195,113.99845047566792
1763977187.958889,114.00368790975135,114.02457858366311,113.99923960326436,113.9993984382085
1763977188.037316,114.00368790975135,114.02457858366311,113.9999068492374,114.00017482188737
1763977188.196645,114.00253819881361,114.02340823296784,114.00030155167383,114.00060258723194
1763977200.11649,114.03538188277085,114.06824156305505,114.00556360133838,114.00689755320829
1763977204.6555572,113.80966824644553,113.80966824644553,113.97617929810444,113.97119953930743
1763977204.7081568,114.01071979434445,114.0306940874036,113.98136037254045,113.97835260715944
1763977204.811729,114.04217609336536,114.06375771206274,113.99048273066418,113.98990449939683
1763977214.9201212,114.09265653130625,114.09265653130625,114.00580880076049,114.00850236156879
1763977222.930382,113.90308198868348,113.90308198868348,113.99039977894893,113.9894215363179
1763977223.031799,113.84,113.84,113.96783981210658,113.96237660994203
1763977223.707072,113.8110770866002,113.81107708660019,113.94432540328062,113.93499177258646
1763977225.003659,113.87564394651108,113.91647747357561,113.93402318476518,113.92424996369914
1763977225.5204842,113.76197183098593,113.76197183098594,113.90821548169829,113.8948780253575
1763977225.6027799,113.83214953271029,113.83214953271029,113.8968055893501,113.88352432423035
1763977228.04294,113.85603448275862,113.85603448275862,113.89068992336138,113.87854873130708
1763977232.282193,113.90742120969247,113.93004851121023,113.89319961631104,113.8837745780723
1763977232.309994,113.87406593406595,113.87406593406595,113.89032956397426,113.88201733765816
1763977233.374629,113.89758199618414,113.93863725310209,113.89141742880574,113.88483450213306
1763977233.4540632,113.90260628465803,113.9495563770795,113.89309575718359,113.8880511505614
1763977234.3716779,113.86281659388644,113.86281659388646,113.88855388268902,113.88348375857615
1763977235.283108,113.88753632173247,113.93737223899622,113.88840124854553,113.88421726242638
1763977235.568222,113.90336885796559,113.92554092393569,113.89064638995853,113.8876836535779
1763977235.631287,113.85460161731477,113.89106314662861,113.88523967406196,113.8816958873084
1763977240.540315,113.94296482618745,113.94296482618745,113.89389844688078,113.89278541283427
1763977240.608953,113.85427272727271,113.85427272727271,113.88795458893956,113.88581471255092
1763977245.564737,113.93210101033556,113.96081323734639,113.89457655214895,113.89419241730918
1763977245.6311302,113.87376506024096,113.92168674698797,113.89145482836274,113.89049511649448
1763977246.5474172,113.93172839506173,113.93172839506173,113.89749586336758,113.89795823734417
1763977246.623904,113.81024734982333,113.81024734982333,113.88440858633594,113.88208278489053
1763977255.5920372,113.92169355470239,113.93987314660671,113.89000133159091,113.88925223569161
1763977256.140928,113.95698412698414,113.95698412698414,113.90004875089988,113.90151153952722
1763977264.1823092,113.91427631578948,113.91427631578948,113.90218288563332,113.90382193227732
1763977291.0034618,113.9551485148515,113.99653465346536,113.91012773001604,113.9131119160444
1763977440.206808,113.87623931623934,113.87623931623934,113.90504446794952,113.90643806720314
1763977490.030713,113.98237623762375,114.08039603960395,113.91664423340066,113.92018268714718
1763977520.344597,113.97205673758866,114.04028368794327,113.92495610902887,113.92957176123636
1763977541.080557,113.99955671710353,114.02024735867703,113.93614620024006,113.94223886415531
1763977550.062562,114.11657121744953,114.08584907936698,113.96320995282147,113.97379258643632
1763977550.111198,114.13653947080691,114.0788503170785,113.98920938051928,114.0032493676619
1763977551.059746,114.21013227513228,114.12185185185186,114.02234781471122,114.04069465927675
1763977573.649465,114.12354430379746,114.15964556962025,114.03752728807416,114.05569023884009
1763977574.670541,113.94908212560388,113.94908212560388,114.02426051370362,114.03639443554029
1763977574.920792,114.0021153846154,114.0021153846154,114.02093874434038,114.03019001259469
1763977577.0572429,114.0021153846154,114.0021153846154,114.01811524038163,114.02510857476825
1763977577.30771,114.0021153846154,114.0021153846154,114.0157152620167,114.02094686454792
1763977591.899452,114.19414820350528,114.20471690627923,114.04248020323999,114.05229587604744
1763977591.914452,114.19825503355706,114.19825503355706,114.06584642778755,114.07871412047196
1763977604.0545611,114.28550886859941,114.31393737546362,114.09879579390932,114.11614345546505
1763977604.764817,114.26998007968129,114.29426294820718,114.1244734367751,114.14398750176765
1763977606.279403,114.26613699431927,114.27784100040641,114.14572297040672,114.16609625606316
1763977606.323488,114.23756307031668,114.26219001610305,114.15949898539321,114.1790315716638
1763977610.619652,114.30159680638722,114.30159680638722,114.18081365854232,114.20121557425821
1763977611.403358,114.36242990654203,114.36242990654206,114.20805609574228,114.23039496736843
1763977612.992998,114.12683411553404,114.12683411553404,114.19587279871104,114.21165071080206
1763977613.0944588,114.19554312146518,114.19554312146518,114.19582334712415,114.20873527720096
1763977613.292541,114.22945747800588,114.27729472140763,114.20086846675639,114.21248594399857
1763977614.055517,114.17115460915268,114.19186238989543,114.19641138811582,114.20500507520637
1763977620.046386,114.1822,114.1822,114.19427967989844,114.20087741332341
1763977621.9932458,114.06549695753978,114.06549695753978,114.17496227154464,114.17637388759596
1763977622.094202,114.16569787383784,114.16569787383784,114.17357261188862,114.17444155566315
1763977631.003975,113.98992354335827,113.98992354335827,114.14602525160907,114.14104425443884
1763977631.102384,114.11563058640107,114.11563058640107,114.14146605182788,114.13644444374248
1763977632.062901,114.21237288135593,114.21237288135593,114.15210207625708,114.15018730207264
1763977641.062433,114.21020395894267,114.24419332947299,114.16081735865993,114.16105016767003
1763977643.290477,114.2208064516129,114.2208064516129,114.16981572260286,114.17186590641529
1763977650.050848,114.28881575397895,114.28881575397895,114.18766572730928,114.1930335379025
1763977661.3273659,114.22645820584997,114.25190184799902,114.19348459909038,114.19908331965453
1763977679.7936819,114.2503597162646,114.20980429985661,114.20201586666651,114.20836421988695
1763977680.0274491,114.1578313253012,114.09710843373495,114.19538818546172,114.19921789167142
1763977701.518742,114.22744329203309,114.22744329203309,114.20019645144743,114.20432661892401
1763977703.274287,114.23039999999999,114.25919999999998,114.2047269837303,114.20904583603921
1763977726.093261,114.1410157671316,114.19991510006065,114.1951703012405,114.19673256279701
1763977730.929425,114.19294964028776,114.2473381294964,114.19483720209759,114.19604786323315
1763977736.149594,114.34589490530809,114.34589490530809,114.21749585757917,114.22316980509257
1763977746.126679,114.17618834080719,114.14295964125562,114.21129973006336,114.21466627692695
1763977763.763304,114.23241713823766,114.23241713823766,114.2144673412895,114.21787913866754
1763977771.658452,114.23676470588236,114.23676470588234,114.21781194597844,114.22129737935411
1763977771.711759,114.18878787878789,114.18878787878789,114.21345833589986,114.21541324062153
1763977773.274534,114.16947359816902,114.19733529507927,114.20686062524022,114.20709827961605
1763977777.07392,114.24028776978419,114.27535971223023,114.21187469692181,114.21310549477505
1763977778.458928,114.30763101731088,114.30763101731088,114.22623814498017,114.23021437921446
1763977779.049559,114.50527725689795,114.50527725689795,114.26809401176784,114.28000007583492
1763977782.303872,114.23757668711656,114.21006134969325,114.26351641307015,114.27232154800836
1763977782.616061,114.38465315980145,114.32768549577354,114.28168692507984,114.29265329030932
1763977790.021512,114.23862878914638,114.23862878914639,114.27522820468982,114.28287498998897
1763977791.083315,114.17484210526314,114.17484210526314,114.26017028977581,114.26332130659378
1763977793.7949262,114.23716981132074,114.25301886792451,114.25672021800756,114.25858795100324
1763977795.023626,114.25331978319784,114.27432249322494,114.2562101527861,114.25763442573543
1763977796.458994,114.24917525773198,114.23611683848797,114.25515491852798,114.25610333736964
1763977798.040454,114.24060606060605,114.24060606060605,114.25297258983969,114.25329836882611
1763977798.118405,114.23948207171314,114.22434262948207,114.2509490121207,114.25079765341778
1763977800.718781,114.25316689874677,114.24031629202307,114.25128169511461,114.25122648092864
1763977803.303806,114.28592592592592,114.3279012345679,114.25647832973631,114.25750699415558
1763977805.3784351,114.25296875,114.29281250000001,114.25595189277585,114.25668558325265
1763977811.022839,114.39677271808289,114.3830895028917,114.2770750165719,114.2820410061793
1763977811.116652,114.35923362578698,114.35923362578698,114.28939880795416,114.29601267830566
1763977811.26087,114.36470075813396,114.36470075813396,114.30069410048112,114.30844504988765
1763977811.561095,114.36973933649288,114.38772511848343,114.31105088588288,114.31953916328891
1763977825.0237079,114.36377892030849,114.36377892030849,114.3189600910467,114.32754644925963
1763977826.090899,114.37733333333333,114.41481481481483,114.3277160773897,114.33655775142823
1763977858.0591471,114.42200819672131,114.40172131147541,114.34185989528943,114.35202406946166
1763977858.188274,114.38183486238533,114.40293577981653,114.34785614035383,114.35741974882419
1763977859.0575738,114.4142372881356,114.4142372881356,114.35781331252109,114.36770358210151
1763977877.153182,114.44043859649122,114.44043859649122,114.3702071051166,114.38086843877205
1763977877.403358,114.53200000000001,114.496,114.39447603934912,114.40822287540283
1763977878.017225,114.45262295081965,114.41573770491802,114.40319807606969,114.41625917860463
1763977883.342108,114.38964496130116,114.39735316943836,114.4011651088544,114.41144207147764
1763977886.8139992,114.36444444444446,114.32222222222224,114.3956570091929,114.40293561789487
1763977890.382365,114.39486928104574,114.37437908496732,114.39553884997082,114.40147563099082
1763977900.1033542,114.40093023255815,114.42139534883722,114.39634755735892,114.40137691523122
1763977903.1785758,114.30509282523327,114.25474703692313,114.38265934754008,114.38394973445574
1763977903.278589,114.33092233009708,114.27631067961164,114.37489879492362,114.3743519061766
1763977903.36933,114.33065292096221,114.27051546391753,114.3682619138294,114.3664424985574
1763977903.446004,114.3256551724138,114.24944827586208,114.36187090261706,114.35906009398705
1763977904.846157,114.318,114.318,114.35529026722449,114.35162831911556
1763977906.3535202,114.24482874327667,114.12661719311136,114.33872103863231,114.33229786156096
